@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!	5	40422
Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving	0	10383
@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.	0	10553
@joemrusso happy birthdayyyyyy pretty. Miss you!	3	31038
@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left	2	20858
I hate those sugar cookies shit is awful	2	21306
#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation	3	30614
Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓 #blog #selfhelp 	5	40771
Being playful as shitðŸ˜¤	3	30628
tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...	2	21926
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming	0	11166
@PhilRosenthal Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!	3	31484
I wish you stayed in Da Gump I'll make you panic like the last rapper	2	22231
I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure #anxiety	2	21393
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems	2	20067
Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November âœˆï¸	5	41087
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.	2	20766
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards	0	10943
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans	5	40121
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. 	2	21589
Angel got me nervous out here ðŸ˜·	2	22203
@Zerfash â€” can't wait.' She said cheerfully and grinned.	3	30087
Actually I always idealize the end of my relationships .. Such a pessimist	5	41272
come on let's make em hate 😘make em pout they face 👿😩.	0	10345
A pessimist is someone who, when opportunity knocks, complains about the noise.	5	40514
It feel like we lost a family member🙄😂	5	40821
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop	0	11097
how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..	2	20194
@MasterTomTheDom  I hate winter, I dread it's arrival.	2	20436
@NikhilTikare i like cold gloomy weather	5	41319
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.	5	40527
@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?	0	11123
Threat factors in respect to provocation bulb worm: BnQo	0	11047
Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO	5	40758
The #most wasteful day is a #day without #laughter	3	31132
Go away please ... I'm begging Â»Â»Â» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench	2	21865
She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)	2	22250
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus 	0	11021
PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization	3	31278
2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!	2	20344
@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead	2	21594
Drop every fear...	2	20906
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy	3	30136
I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.	0	10017
Every single problem we ever face can be solved with a nice blend patience and optimism	3	30355
