@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom	5	41099
The weather sure matches the mood in this state today.. #gloomy	5	40056
#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay	2	22240
As usual disappointing #offense by @HoustonTexans ...#Texans	0	10353
@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂	5	40681
@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)	3	30638
@BigBossPeltonen \nLikewise #death #cutting #despair	5	41119
Boycotting @DunkinDonuts till butter pecan comes back. I am furious	0	10064
@beautyfulli_ami that guy in the back of your picture is hilarious	3	31159
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months 	2	21249
Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.	5	40368
gifs on iOS10 messaging app are hilarious.	3	31268
@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.	3	31558
This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.	5	41329
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough	2	20089
@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-	0	10501
@Netflix_ME penny dreadful season 3?	5	40581
â€œWorry is a down payment on a problem you may never have'. Â Joyce Meyer.  #motivation #leadership #worry	2	21441
You shake like that?	2	21735
@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.	3	30810
yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?	5	40844
@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk	0	11342
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome 	0	10843
Aberdeen st Johnstone, let's see who can punt it the furthest #awful	2	20845
I am always ready to .	3	30525
My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression	5	40003
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited 	2	21102
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? 	2	22102
Termination rate is at 22.22% I gotta make some things shake	2	20585
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter #bully #bbcnews #skynews	2	21893
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. 	3	31490
Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer 	0	10226
Round 2  #pcola	2	21043
ðŸ˜« ughh I just want all this to be over.. it's like a nightmare! can we all just get along?	2	21294
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. 	5	41068
@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS	5	41137
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions 	2	20918
@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --	5	40429
@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!	0	11506
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety	2	21650
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke	2	21104
Just reached 10k followers - WOW - thanks blues #mcfc #ctid	5	40952
@rheafraserx took them an awfy long time to spot their goal was disallowed â˜ºï¸ #pleasing	3	31182
Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear	2	20965
@PARISDENNARD why should I listen to someone with a tie like that? #awful	2	21388
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint	2	20023
You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry	0	11625
@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully	2	21639
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.	5	41025
@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday	5	40438
Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5	0	10939
@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.	0	10366
so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######	0	10043
matt and i just did a psychological study on provocation in abusive relationships.	0	10508
Marcus Roho is dreadful	5	40344
Delete this shit Josh just screenshotted my snap me	0	10244
â€œWorry is a down payment on a problem you may never have'. Â Joyce Meyer. #motivation #leadership 	2	21442
It's been 5 weeks and I still go through depression smh	5	41395
@JoeFahezy I could of told you that one lmfao ðŸ˜‚ Then old niggas get wasted and start fucking around	2	21079
Mmmm #coffee and a good #book on a dreary day! Who can beat that?	5	40715
@inthefade going back to blissful ignorance?! #fury	0	11103
Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.	0	11024
@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait	5	40931
@pixietangerine @hatersbackoff im so exited!! I am shaking so much ðŸ˜ðŸ˜ and im so pround of Colleen and the fandom! Everyone is amazing ðŸ˜	2	21094
@nadinekellman yes I can. Don't discourage me.	5	41403
If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.	5	40204
@Felisariel Your stomach growl woke you up, huh?	0	11461
Don't wanna go to work but I want the money #sad	5	40107
@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney	2	20860
Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing	3	30303
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.	5	40986
@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...	3	30939
I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥	0	10609
How do you ever stop being #afraid of someone that you live with	2	20116
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.	5	40212
I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.	0	10557
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic	2	20474
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED 	0	10821
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad	5	41330
#smile is the #respect we give everyone.	3	30270
